CPT_HCPCS,MOD,DESCRIPTION,PHYSICIAN_FEE_NORTH,PHYSICIAN_FEE_SOUTH,COL6,ASC_FEE_NORTH,ASC_FEE_SOUTH,PAYMENT_INDICATOR
75774.0,,"ARTERY X-RAY, EACH VESSEL",270.73,253.58,,,,N1
75774.0,TC,"ARTERY X-RAY, EACH VESSEL",242.17,225.94,,,,N1
75774.0,26.0,"ARTERY X-RAY, EACH VESSEL",28.56,27.63,,,,N1
75809.0,,"NONVASCULAR SHUNT, X-RAY",164.52,154.76,,,,N1
75809.0,TC,"NONVASCULAR SHUNT, X-RAY",127.46,118.93,,,,N1
75809.0,26.0,"NONVASCULAR SHUNT, X-RAY",37.06,35.83,,,,N1
75820.0,,VEIN X-RAY ARM/LEG,210.48,198.23,,,,N1
75820.0,TC,VEIN X-RAY ARM/LEG,155.41,145.01,,,,N1
75820.0,26.0,VEIN X-RAY ARM/LEG,55.07,53.22,,,,N1
75822.0,,VEIN X-RAY ARMS/LEGS,256.52,242.15,,,,N1
75822.0,TC,VEIN X-RAY ARMS/LEGS,174.04,162.39,,,,N1
75822.0,26.0,VEIN X-RAY ARMS/LEGS,82.47,79.77,,,,N1
75825.0,,VEIN X-RAY TRUNK,345.52,325.41,,,,N1
75825.0,TC,VEIN X-RAY TRUNK,257.32,240.06,,,,N1
75825.0,26.0,VEIN X-RAY TRUNK,88.21,85.35,,,,N1
75894.0,,"X-RAYS, TRANSCATH THERAPY",1855.82,1791.12,,,,N1
75894.0,TC,"X-RAYS, TRANSCATH THERAPY",1753.06,1691.8,,,,N1
75894.0,26.0,"X-RAYS, TRANSCATH THERAPY",106.24,102.86,,,,N1
75898.0,,F/U ANGIOGRAPHY,209.0,201.67,,,,N1
75898.0,TC,F/U ANGIOGRAPHY,78.78,76.03,,,,N1
75898.0,26.0,F/U ANGIOGRAPHY,135.47,131.11,,,,N1
75940.0,,X-RAY PLACE VEIN FILTER,957.35,924.02,,,,N1
75940.0,TC,X-RAY PLACE VEIN FILTER,914.34,882.41,,,,N1
75940.0,26.0,X-RAY PLACE VEIN FILTER,43.27,41.92,,,,N1
75954.0,26.0,ILIAC ANEURYSM ENDOVASC REPAIR,183.83,178.42,,,,
75957.0,26.0,"X-RAY, ENDOVASC THOR AO REPAIR",494.34,480.01,,,,
75960.0,,TRANSCATH IV STENT RS & I,326.56,306.84,,,,N1
75960.0,TC,TRANSCATH IV STENT RS & I,262.56,244.95,,,,N1
75960.0,26.0,TRANSCATH IV STENT RS & I,64.01,61.89,,,,N1
75961.0,,RETRIEVE BROKEN CATHETER,601.23,572.18,,,,N1
75961.0,TC,RETRIEVE BROKEN CATHETER,271.28,253.09,,,,N1
75961.0,26.0,RETRIEVE BROKEN CATHETER,329.93,319.08,,,,N1
75962.0,,REPAIR ARTERIAL BLOCKAGE,360.81,338.03,,,,N1
75962.0,TC,REPAIR ARTERIAL BLOCKAGE,319.03,297.65,,,,N1
75962.0,26.0,REPAIR ARTERIAL BLOCKAGE,41.78,40.39,,,,N1
75964.0,,"REPAIR ARTERY BLOCKAGE, EACH",224.67,210.63,,,,N1
75964.0,TC,"REPAIR ARTERY BLOCKAGE, EACH",196.17,183.04,,,,N1
75964.0,26.0,"REPAIR ARTERY BLOCKAGE, EACH",28.51,27.61,,,,N1
75978.0,,REPAIR VENOUS BLOCKAGE,361.4,338.57,,,,N1
75978.0,TC,REPAIR VENOUS BLOCKAGE,320.2,298.73,,,,N1
75978.0,26.0,REPAIR VENOUS BLOCKAGE,41.2,39.85,,,,N1
75984.0,,X-RAY CONTROL CATHETER CHANGE,192.29,181.3,,,,N1
75984.0,TC,X-RAY CONTROL CATHETER CHANGE,136.2,127.09,,,,N1
75984.0,26.0,X-RAY CONTROL CATHETER CHANGE,56.09,54.21,,,,N1
75989.0,,ABSCESS DRAIN UNDER X-RAY,224.22,212.28,,,,N1
75989.0,TC,ABSCESS DRAIN UNDER X-RAY,132.7,123.82,,,,N1
75989.0,26.0,ABSCESS DRAIN UNDER X-RAY,91.52,88.45,,,,N1
76000.0,,FLUOROSCOPE EXAM,304.49,285.18,,,,N1
76000.0,TC,FLUOROSCOPE EXAM,274.0,255.66,,,,N1
76000.0,26.0,FLUOROSCOPE EXAM,30.5,29.51,,,,N1
76001.0,,"FLUOROSCOPE EXAM, EXTENSIVE",576.95,556.98,,,,N1
76001.0,TC,"FLUOROSCOPE EXAM, EXTENSIVE",453.41,437.54,,,,N1
76001.0,26.0,"FLUOROSCOPE EXAM, EXTENSIVE",128.39,124.16,,,,N1
76010.0,,X-RAY NOSE TO RECTUM,46.27,43.68,,,,
76010.0,TC,X-RAY NOSE TO RECTUM,31.96,29.86,,63.18,58.17,
76010.0,26.0,X-RAY NOSE TO RECTUM,14.31,13.83,,,,
76080.0,,X-RAY FISTULA,103.44,97.94,,,,N1
76080.0,TC,X-RAY FISTULA,61.08,57.01,,,,N1
76080.0,26.0,X-RAY FISTULA,42.36,40.94,,,,N1
76098.0,,"X-RAY EXAM, BREAST SPECIMEN",31.87,30.18,,,,N1
76098.0,TC,"X-RAY EXAM, BREAST SPECIMEN",19.16,17.91,,,,N1
76098.0,26.0,"X-RAY EXAM, BREAST SPECIMEN",12.72,12.29,,,,N1
76100.0,,X-RAY BODY SECTION,206.65,194.4,,,,
76100.0,TC,X-RAY BODY SECTION,158.32,147.72,,146.91,135.24,
76100.0,26.0,X-RAY BODY SECTION,48.33,46.68,,,,
76102.0,,COMPLEX BODY SECTION X-RAYS,403.16,377.88,,,,
76102.0,TC,COMPLEX BODY SECTION X-RAYS,349.32,325.88,,445.38,409.95,
76102.0,26.0,COMPLEX BODY SECTION X-RAYS,53.84,52.0,,,,
76120.0,,CINE/VIDEO X-RAYS,129.09,121.49,,,,
76120.0,TC,CINE/VIDEO X-RAYS,99.5,92.87,,161.73,148.86,
76120.0,26.0,CINE/VIDEO X-RAYS,29.57,28.62,,,,
76125.0,26.0,"CINE/VIDEO X-RAYS, ADDED",22.84,22.06,,,,N1
76376.0,,3D RENDER W/O POST PROCESS,234.29,219.61,,,,N1
76376.0,TC,3D RENDER W/O POST PROCESS,203.68,190.07,,,,N1
76376.0,26,3D RENDER W/O POST PROCESS,30.61,29.54,,,,N1
76377.0,,3D RENDERING W/POST PROCESS,297.09,281.18,,,,N1
76377.0,TC,3D RENDERING W/POST PROCESS,179.06,167.09,,,,N1
76377.0,26.0,3D RENDERING W/POST PROCESS,118.06,114.1,,,,N1
76380.0,,CAT SCAN F/U STUDY,318.44,299.62,,,,
76380.0,TC,CAT SCAN F/U STUDY,242.75,226.49,,219.81,202.32,
76380.0,26.0,CAT SCAN F/U STUDY,75.69,73.13,,,,
76506.0,,ECHO EXAM HEAD,202.86,190.94,,,,
76506.0,TC,ECHO EXAM HEAD,153.66,143.37,,120.54,110.97,
76506.0,26.0,ECHO EXAM HEAD,49.18,47.56,,,,
76510.0,,"OPHTHALMIC US, B & QUANT A",273.79,260.13,,,,
76510.0,TC,"OPHTHALMIC US, B & QUANT A",127.46,118.93,,255.03,234.75,
76510.0,26,"OPHTHALMIC US, B & QUANT A",146.33,141.2,,,,
76511.0,,"OPHTHALMIC US, QUANT A ONLY",163.45,154.84,,,,
76511.0,TC,"OPHTHALMIC US, QUANT A ONLY",83.2,77.65,,166.14,152.91,
76511.0,26,"OPHTHALMIC US, QUANT A ONLY",80.25,77.19,,,,
76512.0,,"OPHTHALMIC US, B W/NON-QUANT A",151.03,143.36,,,,
76512.0,TC,"OPHTHALMIC US, B W/NON-QUANT A",69.24,64.62,,138.03,127.05,
76512.0,26.0,"OPHTHALMIC US, B W/NON-QUANT A",81.81,78.74,,,,
76514.0,,"ECHO EXAM EYE, THICKNESS",22.48,21.46,,,,
76514.0,TC,"ECHO EXAM EYE, THICKNESS",7.5,7.03,,14.04,12.93,
76514.0,26,"ECHO EXAM EYE, THICKNESS",14.96,14.41,,,,
76516.0,,ECHO EXAM EYE,119.29,112.66,,,,
76516.0,TC,ECHO EXAM EYE,73.31,68.43,,120.54,110.97,
76516.0,26,ECHO EXAM EYE,45.97,44.24,,,,
76519.0,,ECHO EXAM EYE,129.63,122.38,,,,
76519.0,TC,ECHO EXAM EYE,82.04,76.57,,163.8,150.78,
76519.0,26,ECHO EXAM EYE,47.59,45.83,,,,
76536.0,,US EXAM HEAD & NECK,199.36,187.48,,,,
76536.0,TC,US EXAM HEAD & NECK,155.99,145.55,,186.48,171.66,
76536.0,26.0,US EXAM HEAD & NECK,43.37,41.94,,,,
76604.0,,"US EXAM, CHEST",147.03,138.64,,,,
76604.0,TC,"US EXAM, CHEST",104.75,97.76,,120.54,110.97,
76604.0,26.0,"US EXAM, CHEST",42.28,40.88,,,,
76645.0,,"US EXAM, BREAST(S)",161.02,151.7,,,,
76645.0,TC,"US EXAM, BREAST(S)",118.73,110.79,,120.54,110.97,
76645.0,26.0,"US EXAM, BREAST(S)",42.29,40.91,,,,
76700.0,,"US EXAM, ABDOM, COMPLETE",235.86,222.17,,,,
76700.0,TC,"US EXAM, ABDOM, COMPLETE",167.06,161.85,,186.48,171.66,
76700.0,26,"US EXAM, ABDOM, COMPLETE",62.4,60.32,,,,
76705.0,,ECHO EXAM ABDOMEN,179.34,168.88,,,,
76705.0,TC,ECHO EXAM ABDOMEN,133.87,124.91,,186.48,171.66,
76705.0,26,ECHO EXAM ABDOMEN,45.47,43.97,,,,
76770.0,,"US EXAM ABDOM BACK WALL, COMP",224.16,211.09,,,,
76770.0,TC,"US EXAM ABDOM BACK WALL, COMP",167.06,155.86,,186.48,171.66,
76770.0,26,"US EXAM ABDOM BACK WALL, COMP",57.1,55.21,,,,
76775.0,,"US EXAM ABDOM BACK WALL, LIM",187.57,176.53,,,,
76775.0,TC,"US EXAM ABDOM BACK WALL, LIM",142.02,132.52,,186.48,171.66,
76775.0,26.0,"US EXAM ABDOM BACK WALL, LIM",45.55,44.01,,,,
76776.0,,US EXAM K TRANSPLANT W/DOPPLER,254.87,239.78,,,,
76776.0,TC,US EXAM K TRANSPLANT W/DOPPLER,196.17,183.04,,186.48,171.66,
76776.0,26.0,US EXAM K TRANSPLANT W/DOPPLER,58.7,56.76,,,,
76800.0,,"US EXAM, SPINAL CANAL",220.65,208.77,,,,
76800.0,TC,"US EXAM, SPINAL CANAL",135.03,125.99,,186.48,171.66,
76800.0,26.0,"US EXAM, SPINAL CANAL",85.62,82.78,,,,
76801.0,,"OBSTET US < 14 WKS, SINGLE FETUS",216.53,204.54,,,,
76801.0,TC,"OBSTET US < 14 WKS, SINGLE FETUS",140.28,130.88,,186.48,171.66,
76801.0,26.0,"OBSTET US < 14 WKS, SINGLE FETUS",76.26,73.65,,,,
76805.0,,"OBSTET US >/= 14 WKS, SINGLE FETUS",249.13,234.96,,,,
76805.0,TC,"OBSTET US >/= 14 WKS, SINGLE FETUS",172.87,161.31,,186.48,171.66,
76805.0,26.0,"OBSTET US >/= 14 WKS, SINGLE FETUS",76.26,73.65,,,,
76810.0,,"OBSTET US >/= 14 WKS, ADDED FETUS",160.7,152.44,,,,
76810.0,TC,"OBSTET US >/= 14 WKS, ADDED FETUS",85.53,79.82,,170.82,157.23,
76810.0,26.0,"OBSTET US >/= 14 WKS, ADDED FETUS",75.16,72.62,,,,
76811.0,,"OBSTET US, DETAILED, SINGLE FETUS",317.9,301.4,,,,
76811.0,TC,"OBSTET US, DETAILED, SINGLE FETUS",171.71,160.21,,296.28,272.73,
76811.0,26.0,"OBSTET US, DETAILED, SINGLE FETUS",146.19,141.18,,,,
76814.0,,"OBSTET US NUCHAL MEAS, ADDED",131.51,125.24,,,,
76814.0,TC,"OBSTET US NUCHAL MEAS, ADDED",55.83,52.13,,111.15,102.3,
76814.0,26.0,"OBSTET US NUCHAL MEAS, ADDED",75.67,73.11,,,,
76815.0,,"OBSTET US, LIMITED, FETUS(S)",152.23,143.66,,,,
76815.0,TC,"OBSTET US, LIMITED, FETUS(S)",103.0,96.12,,120.54,110.97,
76815.0,26.0,"OBSTET US, LIMITED, FETUS(S)",49.23,47.55,,,,
76816.0,,"OBSTET US, F/U, PER FETUS",194.86,183.99,,,,
76816.0,TC,"OBSTET US, F/U, PER FETUS",129.2,120.56,,120.54,110.97,
76816.0,26.0,"OBSTET US, F/U, PER FETUS",65.65,63.42,,,,
76817.0,,"TRANSVAGINAL US, OBSTETRIC",172.32,162.71,,,,
76817.0,TC,"TRANSVAGINAL US, OBSTETRIC",114.65,106.98,,120.54,110.97,
76817.0,26.0,"TRANSVAGINAL US, OBSTETRIC",57.67,55.73,,,,
76818.0,,FETAL BIOPHYS PROFILE W/NST,202.69,191.78,,,,
76818.0,TC,FETAL BIOPHYS PROFILE W/NST,121.64,113.5,,186.48,171.66,
76818.0,26.0,FETAL BIOPHYS PROFILE W/NST,81.04,78.27,,,,
76819.0,,FETAL BIOPHYS PROFILE W/O NST,152.37,144.15,,,,
76819.0,TC,FETAL BIOPHYS PROFILE W/O NST,92.53,86.34,,184.83,170.13,
76819.0,26.0,FETAL BIOPHYS PROFILE W/O NST,59.86,57.81,,,,
76820.0,,UMBILICAL ARTERY ECHO,76.5,72.65,,,,
76820.0,TC,UMBILICAL ARTERY ECHO,38.37,35.83,,76.02,69.99,
76820.0,26.0,UMBILICAL ARTERY ECHO,38.13,36.82,,,,
76821.0,,MIDDLE CEREBRAL ARTERY ECHO,162.22,153.16,,,,
76821.0,TC,MIDDLE CEREBRAL ARTERY ECHO,107.66,100.47,,120.54,110.97,
76821.0,26.0,MIDDLE CEREBRAL ARTERY ECHO,54.56,52.71,,,,
76826.0,,ECHO EXAM FETAL HEART,208.98,197.12,,,,
76826.0,TC,ECHO EXAM FETAL HEART,145.52,135.77,,291.3,268.14,
76826.0,26.0,ECHO EXAM FETAL HEART,63.48,61.35,,,,
76827.0,,ECHO EXAM FETAL HEART,109.66,103.78,,,,
76827.0,TC,ECHO EXAM FETAL HEART,65.74,61.36,,120.54,110.97,
76827.0,26.0,ECHO EXAM FETAL HEART,43.93,42.43,,,,
76828.0,,ECHO EXAM FETAL HEART,79.54,75.63,,,,
76828.0,TC,ECHO EXAM FETAL HEART,36.62,34.19,,72.54,66.78,
76828.0,26.0,ECHO EXAM FETAL HEART,42.92,41.44,,,,
76830.0,,"TRANSVAGINAL US, NON-OB",210.04,197.76,,,,
76830.0,TC,"TRANSVAGINAL US, NON-OB",156.57,146.09,,186.48,171.66,
76830.0,26,"TRANSVAGINAL US, NON-OB",53.46,51.66,,,,
76856.0,,"US EXAM, PELVIC, COMPLETE",209.45,197.22,,,,
76856.0,TC,"US EXAM, PELVIC, COMPLETE",155.99,145.55,,186.48,171.66,
76856.0,26,"US EXAM, PELVIC, COMPLETE",53.46,51.66,,,,
76857.0,,"US EXAM, PELVIC, LIMITED",171.6,161.14,,,,
76857.0,TC,"US EXAM, PELVIC, LIMITED",140.86,131.42,,120.54,110.97,
76857.0,26,"US EXAM, PELVIC, LIMITED",30.74,29.71,,,,
76870.0,,"US EXAM, SCROTUM",208.6,196.32,,,,
76870.0,TC,"US EXAM, SCROTUM",158.32,147.72,,186.48,171.66,
76870.0,26,"US EXAM, SCROTUM",50.28,48.6,,,,
76872.0,,"US, TRANSRECTAL",236.77,222.71,,,,
76872.0,TC,"US, TRANSRECTAL",181.61,169.45,,186.48,171.66,
76872.0,26,"US, TRANSRECTAL",55.15,53.26,,,,
76881.0,,US XTR NON-VASC COMPLETE,192.67,181.34,,,,
76881.0,TC,US XTR NON-VASC COMPLETE,147.84,137.94,,186.48,171.66,
76881.0,26.0,US XTR NON-VASC COMPLETE,44.84,43.4,,,,
76882.0,,US XTR NON-VASC LMTD,48.5,46.38,,,,
76882.0,TC,US XTR NON-VASC LMTD,17.41,16.27,,33.93,31.23,
76882.0,26.0,US XTR NON-VASC LMTD,31.09,30.11,,,,
76937.0,,US GUIDE VASCULAR ACCESS,57.48,54.5,,,,N1
76937.0,TC,US GUIDE VASCULAR ACCESS,33.71,31.48,,,,N1
76937.0,26,US GUIDE VASCULAR ACCESS,23.77,23.01,,,,N1
76942.0,,ECHO GUIDE FOR BIOPSY,334.15,313.52,,,,N1
76942.0,TC,ECHO GUIDE FOR BIOPSY,281.77,262.89,,,,N1
76942.0,26.0,ECHO GUIDE FOR BIOPSY,52.38,50.65,,,,N1
76998.0,,"US GUIDE, INTRAOP",293.61,283.7,,,,N1
76998.0,TC,"US GUIDE, INTRAOP",197.37,190.5,,,,N1
76998.0,26.0,"US GUIDE, INTRAOP",101.78,98.78,,,,N1
77001.0,,FLUOROGUIDE FOR VEIN DEVICE,193.72,181.78,,,,N1
77001.0,TC,FLUOROGUIDE FOR VEIN DEVICE,163.57,152.61,,,,N1
77001.0,26,FLUOROGUIDE FOR VEIN DEVICE,30.16,29.16,,,,N1
77002.0,,NEEDLE LOCALIZATION BY X-RAY,289.77,273.67,,,,N1
77002.0,TC,NEEDLE LOCALIZATION BY X-RAY,190.67,177.94,,,,N1
77002.0,26,NEEDLE LOCALIZATION BY X-RAY,99.07,95.73,,,,N1
77003.0,,FLUOROGUIDE FOR SPINE INJECT,236.32,224.15,,,,N1
77003.0,TC,FLUOROGUIDE FOR SPINE INJECT,130.19,121.54,,,,N1
77003.0,26.0,FLUOROGUIDE FOR SPINE INJECT,106.12,102.61,,,,N1
77011.0,,CT SCAN FOR LOCALIZATION,819.82,767.9,,,,N1
77011.0,TC,CT SCAN FOR LOCALIZATION,724.89,676.25,,,,N1
77011.0,26.0,CT SCAN FOR LOCALIZATION,94.93,91.65,,,,N1
77012.0,,CT SCAN FOR NEEDLE BIOPSY,271.67,256.43,,,,N1
77012.0,TC,CT SCAN FOR NEEDLE BIOPSY,182.78,170.54,,,,N1
77012.0,26.0,CT SCAN FOR NEEDLE BIOPSY,88.89,85.9,,,,N1
77032.0,,"GUIDANCE FOR NEEDLE, BREAST",91.65,86.98,,,,N1
77032.0,TC,"GUIDANCE FOR NEEDLE, BREAST",48.27,45.06,,,,N1
77032.0,26.0,"GUIDANCE FOR NEEDLE, BREAST",43.37,41.94,,,,N1
77051.0,,"COMPUTER DIAG MAMMOGRAM, ADDED",19.23,18.15,,,,
77051.0,TC,"COMPUTER DIAG MAMMOGRAM, ADDED",14.5,13.56,,,,
77051.0,26.0,"COMPUTER DIAG MAMMOGRAM, ADDED",4.73,4.59,,,,
77052.0,,"COMP SCREEN MAMMOGRAM, ADDED",19.23,18.15,,,,
77052.0,TC,"COMP SCREEN MAMMOGRAM, ADDED",14.5,13.56,,,,
77052.0,26.0,"COMP SCREEN MAMMOGRAM, ADDED",4.73,4.59,,,,
77055.0,,"MAMMOGRAM, ONE BREAST",142.93,135.22,,,,
77055.0,TC,"MAMMOGRAM, ONE BREAST",88.45,82.54,,,,
77055.0,26.0,"MAMMOGRAM, ONE BREAST",54.48,52.68,,,,
77056.0,,"MAMMOGRAM, BOTH BREASTS",182.95,172.99,,,,
77056.0,TC,"MAMMOGRAM, BOTH BREASTS",115.24,107.53,,,,
77056.0,26.0,"MAMMOGRAM, BOTH BREASTS",67.71,65.47,,,,
77057.0,,"MAMMOGRAM, SCREENING",133.62,126.53,,,,
77057.0,TC,"MAMMOGRAM, SCREENING",79.13,73.85,,,,
77057.0,26.0,"MAMMOGRAM, SCREENING",54.48,52.68,,,,
77058.0,,MRI ONE BREAST,1287.39,1205.28,,,,
77058.0,TC,MRI ONE BREAST,1160.46,1082.55,,,,
77058.0,26.0,MRI ONE BREAST,126.93,122.74,,,,
77059.0,,MRI BOTH BREASTS,1336.3,1250.91,,,,
77059.0,TC,MRI BOTH BREASTS,1209.37,1128.17,,,,
77059.0,26.0,MRI BOTH BREASTS,126.93,122.74,,,,
77072.0,,X-RAYS FOR BONE AGE,39.21,37.12,,,,
77072.0,TC,X-RAYS FOR BONE AGE,24.4,22.79,,47.97,44.16,
77072.0,26.0,X-RAYS FOR BONE AGE,14.82,14.32,,,,
77073.0,,"X-RAYS, BONE LENGTH STUDIES",65.21,61.67,,,,
77073.0,TC,"X-RAYS, BONE LENGTH STUDIES",41.87,39.08,,83.04,76.44,
77073.0,26.0,"X-RAYS, BONE LENGTH STUDIES",23.35,22.58,,,,
77074.0,,"X-RAYS, BONE SURVEY, LIMITED",116.91,110.3,,,,
77074.0,TC,"X-RAYS, BONE SURVEY, LIMITED",81.46,76.03,,146.91,135.24,
77074.0,26.0,"X-RAYS, BONE SURVEY, LIMITED",35.46,34.28,,,,
77075.0,,"X-RAYS, BONE SURVEY COMPLETE",172.73,162.59,,,,
77075.0,TC,"X-RAYS, BONE SURVEY COMPLETE",130.95,122.2,,146.91,135.24,
77075.0,26.0,"X-RAYS, BONE SURVEY COMPLETE",41.78,40.39,,,,
77076.0,,"X-RAYS, BONE SURVEY, INFANT",167.39,158.04,,,,
77076.0,TC,"X-RAYS, BONE SURVEY, INFANT",114.07,106.44,,146.91,135.24,
77076.0,26.0,"X-RAYS, BONE SURVEY, INFANT",53.32,51.59,,,,
77077.0,,"JOINT SURVEY, SINGLE VIEW",70.16,66.38,,,,
77077.0,TC,"JOINT SURVEY, SINGLE VIEW",44.2,41.25,,87.24,80.31,
77077.0,26.0,"JOINT SURVEY, SINGLE VIEW",25.96,25.11,,,,
77080.0,,"DIAG BONE DENSITY, AXIAL",164.52,154.53,,,,
77080.0,TC,"DIAG BONE DENSITY, AXIAL",147.68,138.21,,136.59,125.73,
77080.0,26.0,"DIAG BONE DENSITY, AXIAL",16.85,16.31,,,,
77081.0,,DIAG BONE DENSITY/PERIPHERAL,47.72,45.12,,,,
77081.0,TC,DIAG BONE DENSITY/PERIPHERAL,32.54,30.4,,62.19,57.24,
77081.0,26.0,DIAG BONE DENSITY/PERIPHERAL,15.18,14.74,,,,
77082.0,,"DIAG BONE DENSITY, VERTEBRAL FX",46.47,43.84,,,,
77082.0,TC,"DIAG BONE DENSITY, VERTEBRAL FX",36.44,34.13,,69.03,63.54,
77082.0,26.0,"DIAG BONE DENSITY, VERTEBRAL FX",10.03,9.71,,,,
77261.0,,RADIATION THERAPY PLANNING,113.0,109.15,,,,
77262.0,,RADIATION THERAPY PLANNING,170.0,164.36,,,,
77263.0,,RADIATION THERAPY PLANNING,252.06,243.7,,,,
77280.0,,SET RADIATION THERAPY FIELD,318.27,298.74,,,,
77280.0,TC,SET RADIATION THERAPY FIELD,263.72,246.05,,202.35,186.27,
77280.0,26.0,SET RADIATION THERAPY FIELD,54.56,52.71,,,,
77285.0,,SET RADIATION THERAPY FIELD,559.51,524.71,,,,
77285.0,TC,SET RADIATION THERAPY FIELD,477.43,445.4,,526.05,484.2,
77285.0,26.0,SET RADIATION THERAPY FIELD,82.08,79.31,,,,
77290.0,,SET RADIATION THERAPY FIELD,896.21,840.1,,,,
77290.0,TC,SET RADIATION THERAPY FIELD,774.39,722.42,,526.05,484.2,
77290.0,26.0,SET RADIATION THERAPY FIELD,121.82,117.69,,,,
77295.0,,SET RADIATION THERAPY FIELD,931.9,881.43,,,,
77295.0,TC,SET RADIATION THERAPY FIELD,574.47,536.03,,1150.02,1058.52,
77295.0,26,SET RADIATION THERAPY FIELD,357.43,345.39,,,,
77300.0,,RADIATION THERAPY DOSE PLAN,115.07,108.98,,,,
77300.0,TC,RADIATION THERAPY DOSE PLAN,66.32,61.9,,132.18,121.68,
77300.0,26.0,RADIATION THERAPY DOSE PLAN,48.74,47.09,,,,
77305.0,,TELETX ISODOSE PLAN SIMPLE,108.64,103.2,,,,
77305.0,TC,TELETX ISODOSE PLAN SIMPLE,54.09,50.49,,107.64,99.06,
77305.0,26.0,TELETX ISODOSE PLAN SIMPLE,54.56,52.71,,,,
77310.0,,TELETX ISODOSE PLAN INTERMED,153.06,145.56,,,,
77310.0,TC,TELETX ISODOSE PLAN INTERMED,70.98,66.25,,141.54,130.29,
77310.0,26.0,TELETX ISODOSE PLAN INTERMED,82.08,79.31,,,,
77315.0,,TELETX ISODOSE PLAN COMPLEX,232.39,220.88,,,,
77315.0,TC,TELETX ISODOSE PLAN COMPLEX,110.57,103.18,,221.13,203.55,
77315.0,26.0,TELETX ISODOSE PLAN COMPLEX,121.82,117.69,,,,
77321.0,,SPECIAL TELETX PORT PLAN,176.0,166.68,,,,
77321.0,TC,SPECIAL TELETX PORT PLAN,102.42,95.58,,204.75,188.46,
77321.0,26,SPECIAL TELETX PORT PLAN,73.58,71.1,,,,
77331.0,,SPECIAL RADIATION DOSIMETRY,101.48,96.97,,,,
77331.0,TC,SPECIAL RADIATION DOSIMETRY,33.13,30.94,,65.52,60.3,
77331.0,26.0,SPECIAL RADIATION DOSIMETRY,68.35,66.02,,,,
77332.0,,RADIATION TREAT AID(S),130.8,123.48,,,,
77332.0,TC,RADIATION TREAT AID(S),88.45,82.54,,176.64,162.6,
77332.0,26.0,RADIATION TREAT AID(S),42.36,40.94,,,,
77333.0,,RADIATION TREAT AID(S),95.88,91.67,,,,
77333.0,TC,RADIATION TREAT AID(S),30.21,28.22,,59.67,54.93,
77333.0,26,RADIATION TREAT AID(S),65.67,63.45,,,,
77334.0,,RADIATION TREAT AID(S),253.55,239.75,,,,
77334.0,TC,RADIATION TREAT AID(S),157.16,146.64,,314.7,289.68,
77334.0,26.0,RADIATION TREAT AID(S),96.39,93.11,,,,
77336.0,,RADIATION PHYSICS CONSULT,89.61,83.63,,178.98,164.73,
77371.0,,"SRS, MULTISOURCE",2070.29,1900.21,,14838.51,13658.16,
77403.0,,RADIATION TX SING AREA 6-10MEV,224.7,209.65,,189.45,174.39,
77413.0,,RADIATION TX 3/MORE AREA 6-10MEV,401.73,374.78,,310.95,286.23,
77414.0,,RADIATION TX 3/MORE AREA 11-19MEV,449.47,419.32,,310.95,286.23,
77417.0,,RADIOLOGY PORT FILM(S),25.57,23.87,,,,N1
77427.0,,"RADIATION TX MANAGEMENT, X5",282.3,272.51,,,,
77431.0,,RADIATION THERAPY MANAGEMENT,155.03,149.53,,,,
77470.0,,SPECIAL RADIATION TREAT,330.15,313.46,,,,
77470.0,TC,SPECIAL RADIATION TREAT,166.48,155.32,,333.42,306.9,
77470.0,26.0,SPECIAL RADIATION TREAT,163.67,158.12,,,,
78006.0,,THYROID IMAGING W/UPTAKE,400.08,374.61,,,,
78006.0,TC,THYROID IMAGING W/UPTAKE,362.01,337.79,,425.13,391.32,
78006.0,26,THYROID IMAGING W/UPTAKE,38.07,36.82,,,,
78007.0,,"THYROID IMAGE, MULT UPTAKES",330.7,309.92,,,,
78007.0,TC,"THYROID IMAGE, MULT UPTAKES",292.13,272.61,,425.13,391.32,
78007.0,26.0,"THYROID IMAGE, MULT UPTAKES",38.58,37.32,,,,
78102.0,,"BONE MARROW IMAGING, LTD",280.83,263.53,,,,
78102.0,TC,"BONE MARROW IMAGING, LTD",239.14,223.18,,497.82,458.22,
78102.0,26.0,"BONE MARROW IMAGING, LTD",41.69,40.34,,,,
78103.0,,"BONE MARROW IMAGING, MULT",370.12,347.33,,,,
78103.0,TC,"BONE MARROW IMAGING, MULT",313.68,292.71,,497.82,458.22,
78103.0,26,"BONE MARROW IMAGING, MULT",56.45,54.63,,,,
78215.0,,LIVER & SPLEEN IMAGING,325.54,305.08,,,,
78215.0,TC,LIVER & SPLEEN IMAGING,287.47,268.26,,513.54,472.68,
78215.0,26.0,LIVER & SPLEEN IMAGING,38.07,36.82,,,,
78220.0,,LIVER FUNCTION STUDY,230.17,216.05,,,,
78220.0,TC,LIVER FUNCTION STUDY,193.72,180.82,,513.54,472.68,
78220.0,26,LIVER FUNCTION STUDY,36.45,35.23,,,,
78223.0,,HEPATOBILIARY IMAGING,560.43,525.09,,,,
78223.0,TC,HEPATOBILIARY IMAGING,495.93,462.72,,513.54,472.68,
78223.0,26.0,HEPATOBILIARY IMAGING,64.5,62.36,,,,
